review,rating,date,bank,source,sentiment_label,sentiment_score,identified_themes
great 👍,5,2025-09-02,BOA,Google Play Store,Positive,0.6249,['Other']
goof,4,2025-09-01,BOA,Google Play Store,Neutral,0.0,['Other']
absiniya banki,5,2025-08-29,BOA,Google Play Store,Neutral,0.0,['Other']
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
One of the best in this business,5,2025-08-25,BOA,Google Play Store,Positive,0.6369,['Other']
Excellent,5,2025-08-20,BOA,Google Play Store,Positive,0.5719,['Other']
besat🥰,5,2025-08-19,BOA,Google Play Store,Neutral,0.0,['Other']
unlimited experience,5,2025-08-18,BOA,Google Play Store,Neutral,0.0,['Other']
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-16,BOA,Google Play Store,Positive,0.7579,"['Account Access & Security', 'Transaction Performance', 'User Interface & Experience']"
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play Store,Positive,0.4215,['Other']
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play Store,Positive,0.3089,"['User Interface & Experience', 'Feature Requests & Reliability']"
best apps,5,2025-08-15,BOA,Google Play Store,Positive,0.6369,['Other']
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play Store,Negative,-0.6249,['Other']
thank you,5,2025-08-14,BOA,Google Play Store,Positive,0.3612,['Other']
Best mobile app in the country,5,2025-08-14,BOA,Google Play Store,Positive,0.6369,['Other']
not fast,2,2025-08-12,BOA,Google Play Store,Neutral,0.0,['Transaction Performance']
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play Store,Negative,-0.1027,['Other']
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,Google Play Store,Positive,0.0772,['Feature Requests & Reliability']
abseniya bank app,5,2025-08-07,BOA,Google Play Store,Neutral,0.0,['Other']
yes goode app,5,2025-08-03,BOA,Google Play Store,Positive,0.4019,['Other']
Great App,5,2025-08-02,BOA,Google Play Store,Positive,0.6249,['Other']
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play Store,Negative,-0.906,"['Account Access & Security', 'Transaction Performance', 'User Interface & Experience', 'Customer Support & Service']"
ረጀብነሱ,1,2025-07-31,BOA,Google Play Store,Neutral,0.0,['Other']
The Worst Mobile Banking App.,1,2025-07-31,BOA,Google Play Store,Negative,-0.6249,['Other']
giod,5,2025-07-30,BOA,Google Play Store,Neutral,0.0,['Other']
best bank in ethiopia,5,2025-07-29,BOA,Google Play Store,Positive,0.6369,['Other']
waqayyoo,5,2025-07-28,BOA,Google Play Store,Neutral,0.0,['Other']
please is not working,2,2025-07-27,BOA,Google Play Store,Positive,0.3182,['Feature Requests & Reliability']
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,BOA,Google Play Store,Neutral,0.0,['Other']
I can log in from any where,5,2025-07-22,BOA,Google Play Store,Neutral,0.0,['Other']
😇,3,2025-07-20,BOA,Google Play Store,Neutral,0.0,['Other']
no proplem,5,2025-07-20,BOA,Google Play Store,Neutral,0.0,['Other']
👍👍👍,5,2025-07-19,BOA,Google Play Store,Neutral,0.0,['Other']
excellent app,5,2025-07-18,BOA,Google Play Store,Positive,0.5719,['Other']
good work,5,2025-07-15,BOA,Google Play Store,Positive,0.4404,['Feature Requests & Reliability']
☹️,5,2025-07-15,BOA,Google Play Store,Neutral,0.0,['Other']
excellent,5,2025-07-14,BOA,Google Play Store,Positive,0.5719,['Other']
Great BoA,5,2025-07-14,BOA,Google Play Store,Positive,0.6249,['Other']
Good,5,2025-07-14,BOA,Google Play Store,Positive,0.4404,['Other']
Okay,4,2025-07-13,BOA,Google Play Store,Positive,0.2263,['Other']
not working,1,2025-07-12,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
This App is Getting worse and worse with every update,2,2025-07-11,BOA,Google Play Store,Negative,-0.7351,['User Interface & Experience']
ምርጥ ነው,1,2025-07-10,BOA,Google Play Store,Neutral,0.0,['Other']
nice,5,2025-07-10,BOA,Google Play Store,Positive,0.4215,['Other']
meku,5,2025-07-07,BOA,Google Play Store,Neutral,0.0,['Other']
nice,4,2025-07-04,BOA,Google Play Store,Positive,0.4215,['Other']
awasome app go a head,5,2025-07-04,BOA,Google Play Store,Neutral,0.0,['Other']
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-02,BOA,Google Play Store,Negative,-0.8807,['User Interface & Experience']
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,BOA,Google Play Store,Positive,0.3612,['User Interface & Experience']
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play Store,Positive,0.4588,"['User Interface & Experience', 'Feature Requests & Reliability']"
wow,5,2025-07-01,BOA,Google Play Store,Positive,0.5859,['Other']
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,Google Play Store,Negative,-0.8126,['Feature Requests & Reliability']
amazing Banks App👌👌,3,2025-06-25,BOA,Google Play Store,Positive,0.5859,['Other']
goof,5,2025-06-25,BOA,Google Play Store,Neutral,0.0,['Other']
good App fore me,5,2025-06-25,BOA,Google Play Store,Positive,0.4404,['Other']
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
fantastic,5,2025-06-22,BOA,Google Play Store,Positive,0.5574,['Other']
👍,4,2025-06-21,BOA,Google Play Store,Neutral,0.0,['Other']
it's nice to use.,5,2025-06-21,BOA,Google Play Store,Positive,0.4215,['Other']
app doesn't start,1,2025-06-21,BOA,Google Play Store,Neutral,0.0,['Other']
Excellent application,5,2025-06-18,BOA,Google Play Store,Positive,0.5719,['Other']
its very bad app its very slow,1,2025-06-17,BOA,Google Play Store,Negative,-0.5423,['Transaction Performance']
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,Google Play Store,Neutral,0.0,['Other']
good,1,2025-06-15,BOA,Google Play Store,Positive,0.4404,['Other']
Good job!,5,2025-06-13,BOA,Google Play Store,Positive,0.4404,['Other']
best financial app.,5,2025-06-12,BOA,Google Play Store,Positive,0.6369,['Other']
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,Google Play Store,Neutral,0.0,['Other']
the worst app humans ever created,1,2025-06-09,BOA,Google Play Store,Negative,-0.4767,['Other']
it's not working,3,2025-06-05,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play Store,Negative,-0.7401,"['Account Access & Security', 'User Interface & Experience', 'Feature Requests & Reliability']"
exceptional,5,2025-06-03,BOA,Google Play Store,Neutral,0.0,['Other']
BoA Mobile good bank,5,2025-06-02,BOA,Google Play Store,Positive,0.4404,['Other']
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play Store,Neutral,0.0,['Other']
BoA system is confartable,5,2025-05-31,BOA,Google Play Store,Neutral,0.0,['Other']
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play Store,Negative,-0.8297,['Feature Requests & Reliability']
Good service.,3,2025-05-25,BOA,Google Play Store,Positive,0.4404,['Customer Support & Service']
the app crush frequently,1,2025-05-24,BOA,Google Play Store,Negative,-0.1531,['Other']
You guys keeps getting worst,1,2025-05-22,BOA,Google Play Store,Negative,-0.6249,['Other']
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play Store,Positive,0.7964,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
BoA,2,2025-05-20,BOA,Google Play Store,Neutral,0.0,['Other']
but not opening on android,4,2025-05-19,BOA,Google Play Store,Neutral,0.0,['Other']
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play Store,Negative,-0.6249,['Feature Requests & Reliability']
amazing,5,2025-05-18,BOA,Google Play Store,Positive,0.5859,['Other']
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play Store,Negative,-0.1511,"['Customer Support & Service', 'Feature Requests & Reliability']"
liking this application good 👍,5,2025-05-07,BOA,Google Play Store,Positive,0.6808,['Other']
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play Store,Negative,-0.4404,"['Account Access & Security', 'Customer Support & Service', 'Feature Requests & Reliability']"
it's really good 👍,5,2025-04-23,BOA,Google Play Store,Positive,0.4927,['Other']
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play Store,Negative,-0.6705,['Feature Requests & Reliability']
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play Store,Neutral,0.0,"['Account Access & Security', 'Feature Requests & Reliability']"
Best,2,2025-04-19,BOA,Google Play Store,Positive,0.6369,['Other']
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play Store,Negative,-0.5423,"['Transaction Performance', 'Feature Requests & Reliability']"
yideg,1,2025-04-17,BOA,Google Play Store,Neutral,0.0,['Other']
great boa,5,2025-04-10,BOA,Google Play Store,Positive,0.6249,['Other']
Best,5,2025-04-10,BOA,Google Play Store,Positive,0.6369,['Other']
boa of mobile backing,5,2025-04-09,BOA,Google Play Store,Neutral,0.0258,['Other']
faster bank of Abissinya,5,2025-04-08,BOA,Google Play Store,Neutral,0.0,['Transaction Performance']
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play Store,Negative,-0.4215,['User Interface & Experience']
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play Store,Positive,0.3412,['Feature Requests & Reliability']
like,5,2025-04-06,BOA,Google Play Store,Positive,0.3612,['Other']
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play Store,Neutral,0.0,"['User Interface & Experience', 'Feature Requests & Reliability']"
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play Store,Positive,0.7783,"['Account Access & Security', 'Transaction Performance']"
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play Store,Positive,0.4939,['Account Access & Security']
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play Store,Positive,0.4404,['User Interface & Experience']
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-03-31,BOA,Google Play Store,Neutral,0.0,"['Transaction Performance', 'Feature Requests & Reliability']"
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play Store,Neutral,0.0,['Customer Support & Service']
good application,5,2025-03-30,BOA,Google Play Store,Positive,0.4404,['Other']
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play Store,Neutral,0.0,"['Transaction Performance', 'Feature Requests & Reliability']"
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play Store,Negative,-0.2411,['Account Access & Security']
always problematic hardly works,1,2025-03-26,BOA,Google Play Store,Negative,-0.4404,['Feature Requests & Reliability']
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play Store,Positive,0.1706,['Other']
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play Store,Negative,-0.802,['Other']
great BoA,5,2025-03-22,BOA,Google Play Store,Positive,0.6249,['Other']
best,5,2025-03-21,BOA,Google Play Store,Positive,0.6369,['Other']
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play Store,Negative,-0.2411,"['Transaction Performance', 'Feature Requests & Reliability']"
there is no speed,1,2025-03-19,BOA,Google Play Store,Neutral,0.0,['Other']
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play Store,Positive,0.0772,['Other']
wonderful,5,2025-03-19,BOA,Google Play Store,Positive,0.5719,['Other']
all worck,5,2025-03-19,BOA,Google Play Store,Neutral,0.0,['Other']
Loved it,5,2025-03-14,BOA,Google Play Store,Positive,0.5994,['Other']
Wow,1,2025-03-13,BOA,Google Play Store,Positive,0.5859,['Other']
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play Store,Positive,0.5859,"['Account Access & Security', 'User Interface & Experience', 'Feature Requests & Reliability']"
Improved to be the best,5,2025-03-11,BOA,Google Play Store,Positive,0.8074,['Other']
BoA,5,2025-03-11,BOA,Google Play Store,Neutral,0.0,['Other']
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play Store,Negative,-0.6597,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests & Reliability']"
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play Store,Neutral,0.0,['Other']
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play Store,Neutral,0.0164,['User Interface & Experience']
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play Store,Positive,0.3832,['Other']
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play Store,Positive,0.7096,['Other']
Wonderfull app,5,2025-03-08,BOA,Google Play Store,Neutral,0.0,['Other']
i can't use this app why?,5,2025-03-07,BOA,Google Play Store,Neutral,0.0,['Other']
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play Store,Negative,-0.6597,['Account Access & Security']
Wow,4,2025-03-05,BOA,Google Play Store,Positive,0.5859,['Other']
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play Store,Negative,-0.6705,['Other']
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,Google Play Store,Negative,-0.1531,['Other']
Good app,5,2025-03-03,BOA,Google Play Store,Positive,0.4404,['Other']
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play Store,Neutral,0.0,['Customer Support & Service']
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play Store,Positive,0.4404,['Feature Requests & Reliability']
Very poor proformance,1,2025-03-01,BOA,Google Play Store,Negative,-0.4767,['Other']
It's not opening. Really frustrating,1,2025-03-01,BOA,Google Play Store,Negative,-0.4927,['Other']
Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play Store,Positive,0.5859,['Other']
Not working on this days,1,2025-02-26,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
Thank you BoA,5,2025-02-23,BOA,Google Play Store,Positive,0.3612,['Other']
best banking app in the wworld,5,2025-02-22,BOA,Google Play Store,Positive,0.6369,['Other']
Nice app and it's easy to use,5,2025-02-21,BOA,Google Play Store,Positive,0.6908,['User Interface & Experience']
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play Store,Positive,0.25,['Transaction Performance']
This is help full i like ittttt,5,2025-02-14,BOA,Google Play Store,Positive,0.6369,['Customer Support & Service']
The is not functional at all?,2,2025-02-12,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
Best bank,5,2025-02-08,BOA,Google Play Store,Positive,0.6369,['Other']
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play Store,Positive,0.765,['User Interface & Experience']
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play Store,Neutral,0.0,['Other']
I have been using this app for two years.It is amazing.,5,2025-01-31,BOA,Google Play Store,Positive,0.5859,['Other']
Good 👍,5,2025-01-31,BOA,Google Play Store,Positive,0.4404,['Other']
Sad experience,1,2025-01-30,BOA,Google Play Store,Negative,-0.4767,['Other']
Always do update and that is annoying,3,2025-01-27,BOA,Google Play Store,Negative,-0.4019,"['User Interface & Experience', 'Feature Requests & Reliability']"
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play Store,Positive,0.6369,['Other']
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-21,BOA,Google Play Store,Neutral,0.0,['Other']
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play Store,Positive,0.3182,['Feature Requests & Reliability']
Beter,5,2025-01-21,BOA,Google Play Store,Neutral,0.0,['Other']
Boa,4,2025-01-18,BOA,Google Play Store,Neutral,0.0,['Other']
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play Store,Neutral,0.0,"['Transaction Performance', 'Feature Requests & Reliability']"
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play Store,Neutral,0.0,['Other']
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play Store,Neutral,0.0,['Other']
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play Store,Negative,-0.8658,"['User Interface & Experience', 'Customer Support & Service']"
I love it,5,2025-01-14,BOA,Google Play Store,Positive,0.6369,['Other']
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play Store,Neutral,0.0,['Other']
Good🙏,5,2025-01-11,BOA,Google Play Store,Positive,0.4404,['Other']
Like to much,5,2025-01-11,BOA,Google Play Store,Positive,0.3612,['Other']
Thank you,5,2025-01-10,BOA,Google Play Store,Positive,0.3612,['Other']
Perfect,5,2025-01-09,BOA,Google Play Store,Positive,0.5719,['Other']
The best of best,5,2025-01-09,BOA,Google Play Store,Positive,0.8555,['Other']
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play Store,Positive,0.7906,['User Interface & Experience']
Boa,5,2025-01-06,BOA,Google Play Store,Neutral,0.0,['Other']
Great 👍,5,2025-01-04,BOA,Google Play Store,Positive,0.6249,['Other']
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play Store,Neutral,0.0,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service']"
Good app and helpful,5,2025-01-03,BOA,Google Play Store,Positive,0.6908,['Customer Support & Service']
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-02,BOA,Google Play Store,Positive,0.34,"['Transaction Performance', 'Customer Support & Service', 'Feature Requests & Reliability']"
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play Store,Neutral,0.0,['Other']
It doesn't work at all.,2,2025-01-02,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
this app is not available,1,2025-01-02,BOA,Google Play Store,Neutral,0.0,['Other']
Wow what amazing,5,2024-12-30,BOA,Google Play Store,Positive,0.8225,['Other']
love it,5,2024-12-30,BOA,Google Play Store,Positive,0.6369,['Other']
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play Store,Neutral,0.0,['Other']
Lemn embi yilal??,5,2024-12-30,BOA,Google Play Store,Neutral,0.0,['Other']
It's useless app downgraded.,1,2024-12-29,BOA,Google Play Store,Negative,-0.4215,['Other']
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play Store,Neutral,0.0,"['Account Access & Security', 'Customer Support & Service']"
Nice,5,2024-12-26,BOA,Google Play Store,Positive,0.4215,['Other']
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-23,BOA,Google Play Store,Negative,-0.6249,['Feature Requests & Reliability']
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play Store,Neutral,0.0,['Other']
Not that much bad,3,2024-12-22,BOA,Google Play Store,Negative,-0.5423,['Other']
Fine,5,2024-12-20,BOA,Google Play Store,Positive,0.2023,['Other']
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play Store,Negative,-0.5267,['Other']
Nic ap,5,2024-12-19,BOA,Google Play Store,Neutral,0.0,['Other']
The forest app ever,1,2024-12-19,BOA,Google Play Store,Neutral,0.0,['Other']
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-18,BOA,Google Play Store,Positive,0.9217,['Feature Requests & Reliability']
Bank of abissena,1,2024-12-17,BOA,Google Play Store,Neutral,0.0,['Other']
Good,3,2024-12-16,BOA,Google Play Store,Positive,0.4404,['Other']
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play Store,Positive,0.7003,['User Interface & Experience']
GOOD,5,2024-12-14,BOA,Google Play Store,Positive,0.4404,['Other']
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play Store,Negative,-0.6249,['Feature Requests & Reliability']
Poorly functioning app,3,2024-12-13,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
Very nice,5,2024-12-13,BOA,Google Play Store,Positive,0.4215,['Other']
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-10,BOA,Google Play Store,Negative,-0.296,['Other']
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play Store,Negative,-0.296,"['Customer Support & Service', 'Feature Requests & Reliability']"
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play Store,Positive,0.9403,"['User Interface & Experience', 'Customer Support & Service', 'Feature Requests & Reliability']"
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play Store,Neutral,0.0018,"['Customer Support & Service', 'Feature Requests & Reliability']"
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play Store,Negative,-0.6705,['Other']
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play Store,Negative,-0.1779,['Other']
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-28,BOA,Google Play Store,Negative,-0.8126,"['Account Access & Security', 'Transaction Performance', 'Customer Support & Service']"
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play Store,Positive,0.6249,['Feature Requests & Reliability']
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play Store,Negative,-0.847,['Other']
exellent digital transaction of money,5,2024-11-26,BOA,Google Play Store,Neutral,0.0,['Transaction Performance']
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play Store,Negative,-0.2263,"['User Interface & Experience', 'Feature Requests & Reliability']"
👏👏👏,5,2024-11-24,BOA,Google Play Store,Neutral,0.0,['Other']
Money,5,2024-11-24,BOA,Google Play Store,Neutral,0.0,['Other']
It needs more improvment,2,2024-11-24,BOA,Google Play Store,Neutral,0.0,['Other']
ab,3,2024-11-20,BOA,Google Play Store,Neutral,0.0,['Other']
Ademtahir,5,2024-11-20,BOA,Google Play Store,Neutral,0.0,['Other']
✌️✌️,5,2024-11-20,BOA,Google Play Store,Neutral,0.0,['Other']
Please this app on my android phone,3,2024-11-20,BOA,Google Play Store,Positive,0.3182,['Other']
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play Store,Neutral,0.0,['Other']
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play Store,Positive,0.2732,['Transaction Performance']
Fast and reliable,5,2024-11-18,BOA,Google Play Store,Neutral,0.0,"['Transaction Performance', 'Feature Requests & Reliability']"
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play Store,Negative,-0.2263,"['User Interface & Experience', 'Feature Requests & Reliability']"
Very good,5,2024-11-14,BOA,Google Play Store,Positive,0.4404,['Other']
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play Store,Negative,-0.5423,['Other']
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play Store,Neutral,0.0,['Other']
Oene,5,2024-11-12,BOA,Google Play Store,Neutral,0.0,['Other']
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play Store,Positive,0.4019,['Other']
it good,5,2024-11-12,BOA,Google Play Store,Positive,0.4404,['Other']
