review,rating,date,bank,source,sentiment_label,sentiment_score,identified_themes
Best application,5,2025-10-14,Dashen,Google Play Store,Positive,0.6369,['Other']
easy,5,2025-10-14,Dashen,Google Play Store,Positive,0.4404,['User Interface & Experience']
lmo,5,2025-10-13,Dashen,Google Play Store,Neutral,0.0,['Other']
meseret birara,5,2025-10-12,Dashen,Google Play Store,Neutral,0.0,['Other']
it doesn't let me open my account,1,2025-10-12,Dashen,Google Play Store,Neutral,0.0,['Other']
very good,1,2025-10-11,Dashen,Google Play Store,Positive,0.4404,['Other']
it is the best,5,2025-10-11,Dashen,Google Play Store,Positive,0.6369,['Other']
nice and best,5,2025-10-10,Dashen,Google Play Store,Positive,0.7906,['Other']
Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,1,2025-10-08,Dashen,Google Play Store,Negative,-0.34,['Feature Requests & Reliability']
hayelu Beranu Bashre,5,2025-10-07,Dashen,Google Play Store,Neutral,0.0,['Other']
👎👎👎👎👎👎👎👎 connection not fast,5,2025-10-07,Dashen,Google Play Store,Neutral,0.0,['Transaction Performance']
"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",4,2025-10-06,Dashen,Google Play Store,Positive,0.8176,"['Account Access & Security', 'User Interface & Experience', 'Customer Support & Service']"
perfect,5,2025-10-06,Dashen,Google Play Store,Positive,0.5719,['Other']
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Dashen,Google Play Store,Positive,0.6369,['Other']
wow,5,2025-10-04,Dashen,Google Play Store,Positive,0.5859,['Other']
tadesa melka tulluu,1,2025-10-04,Dashen,Google Play Store,Neutral,0.0,['Other']
I can't open virtual account.I have been trying it for about 3 days still no resolve.,2,2025-10-04,Dashen,Google Play Store,Positive,0.3818,['Other']
App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Dashen,Google Play Store,Positive,0.2023,['Transaction Performance']
withdraw,1,2025-10-02,Dashen,Google Play Store,Neutral,0.0,['Other']
It takes gazillion years to open 😶,3,2025-10-02,Dashen,Google Play Store,Neutral,0.0,['Other']
this app is outstanding,5,2025-10-01,Dashen,Google Play Store,Positive,0.6124,['Other']
totally bad,1,2025-10-01,Dashen,Google Play Store,Negative,-0.5849,['Other']
I really appreciate but we can't use it if don't have balance or data access,2,2025-10-01,Dashen,Google Play Store,Positive,0.4576,['Account Access & Security']
nice app,5,2025-09-30,Dashen,Google Play Store,Positive,0.4215,['Other']
ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Dashen,Google Play Store,Neutral,0.0,['Other']
it fast service,5,2025-09-29,Dashen,Google Play Store,Neutral,0.0,"['Transaction Performance', 'Customer Support & Service']"
"Good improvements after the Sep 25, 2025 update.",4,2025-09-29,Dashen,Google Play Store,Positive,0.7096,['User Interface & Experience']
I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,1,2025-09-28,Dashen,Google Play Store,Negative,-0.7913,['Transaction Performance']
I love it 👍,5,2025-09-28,Dashen,Google Play Store,Positive,0.6369,['Other']
Best,5,2025-09-28,Dashen,Google Play Store,Positive,0.6369,['Other']
gooe,5,2025-09-28,Dashen,Google Play Store,Neutral,0.0,['Other']
Dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Dashen,Google Play Store,Positive,0.8442,['Other']
cool app,5,2025-09-27,Dashen,Google Play Store,Positive,0.3182,['Other']
App That makes cashless society in our century and Easy to use.,5,2025-09-27,Dashen,Google Play Store,Positive,0.4404,['User Interface & Experience']
tadass,1,2025-09-27,Dashen,Google Play Store,Neutral,0.0,['Other']
ሙሃጂራ,1,2025-09-27,Dashen,Google Play Store,Neutral,0.0,['Other']
It is an amazing app and all in one,5,2025-09-27,Dashen,Google Play Store,Positive,0.5859,['Other']
i dont like it,1,2025-09-27,Dashen,Google Play Store,Negative,-0.2755,['Other']
Dashen is the Future,5,2025-09-27,Dashen,Google Play Store,Neutral,0.0,['Other']
the best version in 🇪🇹,5,2025-09-27,Dashen,Google Play Store,Positive,0.6369,['Other']
excellent,5,2025-09-26,Dashen,Google Play Store,Positive,0.5719,['Other']
"its amazing app, visually stunning",5,2025-09-26,Dashen,Google Play Store,Positive,0.7506,['Other']
"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Dashen,Google Play Store,Neutral,0.0,"['User Interface & Experience', 'Feature Requests & Reliability']"
the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Dashen,Google Play Store,Positive,0.6369,['Transaction Performance']
I love the new user interface,5,2025-09-26,Dashen,Google Play Store,Positive,0.6369,['User Interface & Experience']
"Appreciated, Always one step ahead!",5,2025-09-26,Dashen,Google Play Store,Positive,0.5106,['Feature Requests & Reliability']
👌👌,5,2025-09-26,Dashen,Google Play Store,Neutral,0.0,['Other']
The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen,Google Play Store,Positive,0.1779,"['User Interface & Experience', 'Feature Requests & Reliability']"
"This is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Dashen,Google Play Store,Positive,0.8885,['User Interface & Experience']
it can't do without data or wifi,1,2025-09-26,Dashen,Google Play Store,Neutral,0.0,['Other']
"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,2025-09-26,Dashen,Google Play Store,Positive,0.885,"['User Interface & Experience', 'Feature Requests & Reliability']"
So nice !,5,2025-09-26,Dashen,Google Play Store,Positive,0.4215,['Other']
What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Dashen,Google Play Store,Negative,-0.4019,"['User Interface & Experience', 'Feature Requests & Reliability']"
good,3,2025-09-25,Dashen,Google Play Store,Positive,0.4404,['Other']
"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Dashen,Google Play Store,Positive,0.9538,['User Interface & Experience']
excellent UI improvement 💯💯,5,2025-09-24,Dashen,Google Play Store,Positive,0.7717,['User Interface & Experience']
one of the best app in Ethiopia .,5,2025-09-24,Dashen,Google Play Store,Positive,0.6369,['Other']
great app,5,2025-09-23,Dashen,Google Play Store,Positive,0.6249,['Other']
it is good but some times says duplicate transaction why? and text,5,2025-09-23,Dashen,Google Play Store,Positive,0.4404,['Transaction Performance']
The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Dashen,Google Play Store,Negative,-0.6249,['Other']
safe and secure,3,2025-09-18,Dashen,Google Play Store,Positive,0.6486,['Account Access & Security']
በጣም ምቹ ነው,4,2025-09-14,Dashen,Google Play Store,Neutral,0.0,['Other']
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen,Google Play Store,Positive,0.6124,"['Customer Support & Service', 'Feature Requests & Reliability']"
Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen,Google Play Store,Positive,0.4144,"['Customer Support & Service', 'Feature Requests & Reliability']"
ዳሺባክ,5,2025-09-11,Dashen,Google Play Store,Neutral,0.0,['Other']
total,5,2025-09-11,Dashen,Google Play Store,Neutral,0.0,['Other']
dashen super app is the best,5,2025-09-10,Dashen,Google Play Store,Positive,0.8442,['Other']
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Dashen,Google Play Store,Neutral,0.0,['Other']
not werke,2,2025-09-08,Dashen,Google Play Store,Neutral,0.0,['Other']
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen,Google Play Store,Negative,-0.6249,"['Transaction Performance', 'Customer Support & Service', 'Feature Requests & Reliability']"
simple and easy to use,5,2025-09-08,Dashen,Google Play Store,Positive,0.4404,['User Interface & Experience']
meke,4,2025-09-07,Dashen,Google Play Store,Neutral,0.0,['Other']
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen,Google Play Store,Positive,0.1779,['Transaction Performance']
bad specialy at weekends,1,2025-09-07,Dashen,Google Play Store,Negative,-0.5423,['Other']
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen,Google Play Store,Positive,0.5986,"['Account Access & Security', 'Transaction Performance']"
It is good apps but it needs strong network,5,2025-09-06,Dashen,Google Play Store,Positive,0.7351,['Feature Requests & Reliability']
very slow,3,2025-09-06,Dashen,Google Play Store,Neutral,0.0,['Transaction Performance']
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen,Google Play Store,Negative,-0.1695,['Customer Support & Service']
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen,Google Play Store,Neutral,0.0,['Other']
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-04,Dashen,Google Play Store,Positive,0.9153,"['Account Access & Security', 'Customer Support & Service', 'Feature Requests & Reliability']"
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Dashen,Google Play Store,Neutral,-0.0018,"['Transaction Performance', 'Feature Requests & Reliability']"
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen,Google Play Store,Negative,-0.1027,['Transaction Performance']
great 👍,5,2025-09-02,Dashen,Google Play Store,Positive,0.6249,['Other']
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Dashen,Google Play Store,Negative,-0.6124,"['Transaction Performance', 'Feature Requests & Reliability']"
good,2,2025-09-01,Dashen,Google Play Store,Positive,0.4404,['Other']
dashin bank,5,2025-08-30,Dashen,Google Play Store,Neutral,0.0,['Other']
muhaammad bakko,5,2025-08-30,Dashen,Google Play Store,Neutral,0.0,['Other']
goog,5,2025-08-29,Dashen,Google Play Store,Neutral,0.0,['Other']
un functional app,1,2025-08-29,Dashen,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
trnes far,5,2025-08-27,Dashen,Google Play Store,Neutral,0.0,['Other']
shimalis,4,2025-08-25,Dashen,Google Play Store,Neutral,0.0,['Other']
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,2025-08-24,Dashen,Google Play Store,Neutral,0.0,['Other']
excellent mobile banking digital,5,2025-08-24,Dashen,Google Play Store,Positive,0.5719,['Other']
"Excellent, and it's truly a super app!",5,2025-08-24,Dashen,Google Play Store,Positive,0.8885,['Other']
nice app,4,2025-08-23,Dashen,Google Play Store,Positive,0.4215,['Other']
very nice app,5,2025-08-23,Dashen,Google Play Store,Positive,0.4215,['Other']
can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Dashen,Google Play Store,Negative,-0.754,"['Account Access & Security', 'Customer Support & Service']"
seche,1,2025-08-22,Dashen,Google Play Store,Neutral,0.0,['Other']
very fast bank,5,2025-08-22,Dashen,Google Play Store,Neutral,0.0,['Transaction Performance']
good and well,5,2025-08-22,Dashen,Google Play Store,Positive,0.6124,['Other']
what a bank it is,5,2025-08-21,Dashen,Google Play Store,Neutral,0.0,['Other']
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen,Google Play Store,Positive,0.8591,"['Account Access & Security', 'Customer Support & Service']"
nic,5,2025-08-20,Dashen,Google Play Store,Neutral,0.0,['Other']
easy to use and the best one,5,2025-08-17,Dashen,Google Play Store,Positive,0.7964,['User Interface & Experience']
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen,Google Play Store,Negative,-0.3353,['Feature Requests & Reliability']
very good app,5,2025-08-16,Dashen,Google Play Store,Positive,0.4404,['Other']
The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,2025-08-16,Dashen,Google Play Store,Negative,-0.6249,['Other']
አሪፍ,5,2025-08-15,Dashen,Google Play Store,Neutral,0.0,['Other']
best but USSD is necessary,5,2025-08-15,Dashen,Google Play Store,Positive,0.6369,['Other']
"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,Dashen,Google Play Store,Neutral,0.0,['Other']
still it's essay for user,4,2025-08-15,Dashen,Google Play Store,Neutral,0.0,['Other']
"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,Dashen,Google Play Store,Positive,0.4019,['Account Access & Security']
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Dashen,Google Play Store,Positive,0.7818,"['User Interface & Experience', 'Customer Support & Service']"
"There are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Dashen,Google Play Store,Negative,-0.296,"['Transaction Performance', 'Feature Requests & Reliability']"
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,Dashen,Google Play Store,Neutral,0.0,['Other']
በጣም ችግር አለበት,1,2025-08-14,Dashen,Google Play Store,Neutral,0.0,['Other']
great 👍 app,5,2025-08-13,Dashen,Google Play Store,Positive,0.6249,['Other']
"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Dashen,Google Play Store,Negative,-0.2732,"['Transaction Performance', 'Feature Requests & Reliability']"
very poor and time taking to use,1,2025-08-13,Dashen,Google Play Store,Negative,-0.4767,['Other']
it is the best app ever i have seen Dashen bank always one step a head!!!!,5,2025-08-13,Dashen,Google Play Store,Positive,0.6369,['Feature Requests & Reliability']
the new version is so good I like it,5,2025-08-13,Dashen,Google Play Store,Positive,0.6597,['Other']
Good,3,2025-08-12,Dashen,Google Play Store,Positive,0.4404,['Other']
good job my dashen super app,5,2025-08-12,Dashen,Google Play Store,Positive,0.7783,['Other']
Some connection issues,3,2025-08-12,Dashen,Google Play Store,Neutral,0.0,['Other']
verry slow app 🤢,1,2025-08-12,Dashen,Google Play Store,Neutral,0.0,['Transaction Performance']
best bauget app,5,2025-08-12,Dashen,Google Play Store,Positive,0.6369,['Other']
its good but he said uptede me 😠🤕,2,2025-08-12,Dashen,Google Play Store,Positive,0.4404,['Other']
network issue,1,2025-08-12,Dashen,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
እንጠቀምበት,5,2025-08-12,Dashen,Google Play Store,Neutral,0.0,['Other']
fast and easy to use great App.,5,2025-08-12,Dashen,Google Play Store,Positive,0.7906,"['Transaction Performance', 'User Interface & Experience']"
Best Performing and Fast Financial app,5,2025-08-12,Dashen,Google Play Store,Positive,0.6369,['Transaction Performance']
well done keep it up,5,2025-08-12,Dashen,Google Play Store,Positive,0.2732,['Other']
good but it takes forever to load,3,2025-08-12,Dashen,Google Play Store,Positive,0.4404,['Other']
"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,2025-08-11,Dashen,Google Play Store,Positive,0.7717,['Other']
my favorite 💗💗💗,5,2025-08-11,Dashen,Google Play Store,Positive,0.4588,['Other']
Good app,5,2025-08-11,Dashen,Google Play Store,Positive,0.4404,['Other']
"This is boring Mobile banking app, it is not work properly .so slow!",1,2025-08-11,Dashen,Google Play Store,Negative,-0.3182,"['Transaction Performance', 'Feature Requests & Reliability']"
"improve the app, please. it is not working. It says response timeout",1,2025-08-10,Dashen,Google Play Store,Positive,0.6369,"['Customer Support & Service', 'Feature Requests & Reliability']"
modern perfect app interface with the best banking tools 👏,5,2025-08-08,Dashen,Google Play Store,Positive,0.836,['User Interface & Experience']
when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,1,2025-08-08,Dashen,Google Play Store,Negative,-0.6249,['Feature Requests & Reliability']
"poor, glitch stack",1,2025-08-07,Dashen,Google Play Store,Negative,-0.4767,['Other']
slowest banking app ever used,3,2025-08-07,Dashen,Google Play Store,Neutral,0.0,['Transaction Performance']
Good,1,2025-08-05,Dashen,Google Play Store,Positive,0.4404,['Other']
Good 👍,5,2025-08-05,Dashen,Google Play Store,Positive,0.4404,['Other']
Dashen Bank super app is the best app,5,2025-08-05,Dashen,Google Play Store,Positive,0.8442,['Other']
would most likely rate it even less but it does have it's perks. But for the most part the whole app is filled with bugs and it stops being responsive almost everytime. Besides some new features and the new UI design I most definitely prefer the old amole Version. either fix this mess or bring back Amole,2,2025-08-01,Dashen,Google Play Store,Positive,0.128,"['User Interface & Experience', 'Feature Requests & Reliability']"
sometimes is not working to be honest,1,2025-08-01,Dashen,Google Play Store,Positive,0.5106,['Feature Requests & Reliability']
ok,4,2025-08-01,Dashen,Google Play Store,Positive,0.296,['Other']
Why isn't this app working?,5,2025-07-29,Dashen,Google Play Store,Neutral,0.0,['Feature Requests & Reliability']
network error,5,2025-07-29,Dashen,Google Play Store,Negative,-0.4019,['Feature Requests & Reliability']
fast,5,2025-07-29,Dashen,Google Play Store,Neutral,0.0,['Transaction Performance']
100 good,5,2025-07-29,Dashen,Google Play Store,Positive,0.4404,['Other']
It stop working most of the time.,2,2025-07-28,Dashen,Google Play Store,Negative,-0.296,['Feature Requests & Reliability']
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,2025-07-28,Dashen,Google Play Store,Positive,0.8082,"['Customer Support & Service', 'Feature Requests & Reliability']"
Best app,5,2025-07-25,Dashen,Google Play Store,Positive,0.6369,['Other']
"Simple for usage and well designed, attractive in its visual design, ""Always One Step Ahead""",5,2025-07-24,Dashen,Google Play Store,Positive,0.6124,"['User Interface & Experience', 'Feature Requests & Reliability']"
amazing product,5,2025-07-23,Dashen,Google Play Store,Positive,0.5859,['Other']
"this app is not good and compatible with other Ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,2025-07-23,Dashen,Google Play Store,Positive,0.1779,"['Transaction Performance', 'Feature Requests & Reliability']"
like it,5,2025-07-22,Dashen,Google Play Store,Positive,0.3612,['Other']
Great always one step ahead and most reliable bank,5,2025-07-22,Dashen,Google Play Store,Positive,0.6249,['Feature Requests & Reliability']
u need to start cash out service,4,2025-07-22,Dashen,Google Play Store,Neutral,0.0,['Customer Support & Service']
all in one super app,5,2025-07-21,Dashen,Google Play Store,Positive,0.5994,['Other']
Fayla,5,2025-07-20,Dashen,Google Play Store,Neutral,0.0,['Other']
"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,2025-07-20,Dashen,Google Play Store,Positive,0.7713,"['Customer Support & Service', 'Feature Requests & Reliability']"
ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,2025-07-19,Dashen,Google Play Store,Neutral,0.0,['Other']
"Best App .. Good job, Dashen Bank",5,2025-07-16,Dashen,Google Play Store,Positive,0.7964,['Other']
good application,5,2025-07-15,Dashen,Google Play Store,Positive,0.4404,['Other']
Excellent App ...,5,2025-07-15,Dashen,Google Play Store,Positive,0.5719,['Other']
the worst app I have ever seen,1,2025-07-14,Dashen,Google Play Store,Negative,-0.6249,['Other']
very good compared to Amole!,5,2025-07-13,Dashen,Google Play Store,Positive,0.4404,['Other']
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Dashen,Google Play Store,Neutral,-0.0258,"['Account Access & Security', 'Transaction Performance']"
👍😊😊😊,5,2025-07-12,Dashen,Google Play Store,Neutral,0.0,['Other']
Great application,5,2025-07-11,Dashen,Google Play Store,Positive,0.6249,['Other']
very nice app,4,2025-07-11,Dashen,Google Play Store,Positive,0.4215,['Other']
I am entreated app.,5,2025-07-09,Dashen,Google Play Store,Neutral,0.0,['Other']
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,2025-07-02,Dashen,Google Play Store,Negative,-0.683,['User Interface & Experience']
best app with best bank,5,2025-07-02,Dashen,Google Play Store,Positive,0.8555,['Other']
alway slow loading,1,2025-06-30,Dashen,Google Play Store,Neutral,0.0,['Transaction Performance']
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen,Google Play Store,Negative,-0.8074,['Other']
Ethiopian amazing`s Dashen Bank🤝👌,3,2025-06-25,Dashen,Google Play Store,Neutral,0.0,['Other']
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,2025-06-25,Dashen,Google Play Store,Negative,-0.2732,"['Account Access & Security', 'Transaction Performance']"
nice app but limit up to max 600000,5,2025-06-24,Dashen,Google Play Store,Positive,0.4215,['Other']
Super,5,2025-06-21,Dashen,Google Play Store,Positive,0.5994,['Other']
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,2025-06-18,Dashen,Google Play Store,Positive,0.6705,['Other']
nice app but transaction limet not enough,5,2025-06-17,Dashen,Google Play Store,Positive,0.4215,['Transaction Performance']
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,Dashen,Google Play Store,Positive,0.5423,['Transaction Performance']
incredible,5,2025-06-14,Dashen,Google Play Store,Neutral,0.0,['Other']
perfect,4,2025-06-14,Dashen,Google Play Store,Positive,0.5719,['Other']
Dashen Bank My Choice🇪🇹✌️💫,4,2025-06-13,Dashen,Google Play Store,Neutral,0.0,['Other']
very simple and user friendly app Thank you Dashen Bank,5,2025-06-12,Dashen,Google Play Store,Positive,0.6908,['Other']
very good .,5,2025-06-09,Dashen,Google Play Store,Positive,0.4404,['Other']
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,Google Play Store,Positive,0.6486,"['Transaction Performance', 'User Interface & Experience', 'Customer Support & Service']"
love,3,2025-06-05,Dashen,Google Play Store,Positive,0.6369,['Other']
መቸሸጠ,5,2025-06-03,Dashen,Google Play Store,Neutral,0.0,['Other']
gadaa,5,2025-06-01,Dashen,Google Play Store,Neutral,0.0,['Other']
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,Google Play Store,Neutral,0.0,['Other']
good,4,2025-05-31,Dashen,Google Play Store,Positive,0.4404,['Other']
very good for this app,5,2025-05-31,Dashen,Google Play Store,Positive,0.4404,['Other']
top,5,2025-05-31,Dashen,Google Play Store,Positive,0.2023,['Other']
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play Store,Positive,0.4404,"['User Interface & Experience', 'Feature Requests & Reliability']"
Wow,5,2025-05-30,Dashen,Google Play Store,Positive,0.5859,['Other']
wow to it saff and this app,5,2025-05-30,Dashen,Google Play Store,Positive,0.5859,['Other']
it too slow,3,2025-05-29,Dashen,Google Play Store,Neutral,0.0,['Transaction Performance']
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play Store,Neutral,0.0,['Other']
👍👍👍,5,2025-05-28,Dashen,Google Play Store,Neutral,0.0,['Other']
nice application,5,2025-05-27,Dashen,Google Play Store,Positive,0.4215,['Other']
useless app ever loading take long,1,2025-05-27,Dashen,Google Play Store,Negative,-0.4215,['Other']
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,Google Play Store,Positive,0.9776,"['Account Access & Security', 'Transaction Performance', 'User Interface & Experience']"
very useful App,1,2025-05-26,Dashen,Google Play Store,Positive,0.4404,['Other']
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play Store,Negative,-0.2263,['Feature Requests & Reliability']
Wawww,5,2025-05-24,Dashen,Google Play Store,Neutral,0.0,['Other']
very Nice,5,2025-05-23,Dashen,Google Play Store,Positive,0.4215,['Other']
its best,5,2025-05-22,Dashen,Google Play Store,Positive,0.6369,['Other']
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play Store,Positive,0.4404,['Other']
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,Google Play Store,Positive,0.9812,"['Account Access & Security', 'Feature Requests & Reliability']"
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play Store,Positive,0.4767,"['User Interface & Experience', 'Feature Requests & Reliability']"
The best app ever in finance sector,5,2025-05-18,Dashen,Google Play Store,Positive,0.6369,['Other']
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,Google Play Store,Positive,0.5106,"['Account Access & Security', 'Transaction Performance']"
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play Store,Positive,0.5994,['Other']
wowwwe app,5,2025-05-17,Dashen,Google Play Store,Neutral,0.0,['Other']
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,Google Play Store,Neutral,-0.0258,['Transaction Performance']
always lagging,1,2025-05-16,Dashen,Google Play Store,Negative,-0.2732,['Feature Requests & Reliability']
Amazing Application...,5,2025-05-16,Dashen,Google Play Store,Positive,0.5859,['Other']
Fantastic,5,2025-05-16,Dashen,Google Play Store,Positive,0.5574,['Other']
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,Google Play Store,Positive,0.6124,['Feature Requests & Reliability']
its my choice,5,2025-05-15,Dashen,Google Play Store,Neutral,0.0,['Other']
wow apo,5,2025-05-15,Dashen,Google Play Store,Positive,0.5859,['Other']
awesome app keep going,5,2025-05-14,Dashen,Google Play Store,Positive,0.6249,['Other']
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-13,Dashen,Google Play Store,Positive,0.25,['Transaction Performance']
Game changer,5,2025-05-13,Dashen,Google Play Store,Neutral,0.0,['Other']
Totally amazing,5,2025-05-13,Dashen,Google Play Store,Positive,0.624,['Other']
super 😎,5,2025-05-13,Dashen,Google Play Store,Positive,0.5994,['Other']
what a helpful app!!!!,5,2025-05-13,Dashen,Google Play Store,Positive,0.4215,['Customer Support & Service']
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,Google Play Store,Positive,0.8176,['Other']
